road_id,timestamp,hour,day_of_week,is_weekend,temperature_c,precipitation_mm,visibility_km,wind_speed_kmph,weather_condition,congestion_level
R7,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.074
R8,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.121
R9,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.111
R10,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.024
R11,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.141
R12,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.028
R13,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.052
R14,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.101
R15,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.168
R16,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.04
R17,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.097
R18,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.098
R19,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.123
R20,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.149
R21,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.07
R22,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.141
R23,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.157
R24,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.179
R25,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.115
R26,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.098
R27,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.066
R28,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.017
R29,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.076
R30,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.096
R31,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.085
R32,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.12
R33,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.017
R34,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.081
R35,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.19
R36,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.14
R37,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.121
R38,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.11
R39,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.072
R40,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.002
R41,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.113
R42,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.0
R43,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.074
R44,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.09
R45,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.068
R46,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.199
R47,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.181
R48,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.142
R49,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.044
R50,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.186
R51,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.121
R52,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.043
R53,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.092
R54,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.138
R55,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.06
R56,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.097
R57,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.106
R58,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.035
R59,2024-01-14 22:00:00,22,6,1,6.6,1.6,9.7,23.0,Rain,0.076
R0,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.039
R1,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.133
R2,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.045
R3,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.105
R4,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.02
R5,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.033
R6,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.031
R7,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.076
R8,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.099
R9,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.108
R10,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.001
R11,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.082
R12,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.052
R13,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.117
R14,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.077
R15,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.086
R16,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.053
R17,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.176
R18,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.026
R19,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.07
R20,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.095
R21,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.077
R22,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.052
R23,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.0
R24,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.055
R25,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.042
R26,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.174
R27,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.203
R28,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.087
R29,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.02
R30,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.127
R31,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.041
R32,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.063
R33,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.059
R34,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.065
R35,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.072
R36,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.024
R37,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.055
R38,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.141
R39,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.088
R40,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.096
R41,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.0
R42,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.137
R43,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.056
R44,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.146
R45,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.098
R46,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.062
R47,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.006
R48,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.199
R49,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.13
R50,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.133
R51,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.181
R52,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.101
R53,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.158
R54,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.066
R55,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.127
R56,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.058
R57,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.065
R58,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.095
R59,2024-01-14 23:00:00,23,6,1,6.6,1.6,9.7,23.0,Rain,0.027
R0,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.193
R1,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.164
R2,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.222
R3,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.176
R4,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.122
R5,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.147
R6,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.133
R7,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.174
R8,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.153
R9,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.119
R10,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.15
R11,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.173
R12,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.1
R13,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.166
R14,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.071
R15,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.205
R16,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.176
R17,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.231
R18,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.094
R19,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.207
R20,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.197
R21,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.141
R22,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.131
R23,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.096
R24,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.083
R25,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.112
R26,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.087
R27,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.23
R28,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.075
R29,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.157
R30,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.172
R31,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.168
R32,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.172
R33,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.197
R34,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.128
R35,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.154
R36,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.135
R37,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.215
R38,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.255
R39,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.09
R40,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.048
R41,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.178
R42,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.204
R43,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.248
R44,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.187
R45,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.22
R46,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.233
R47,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.223
R48,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.194
R49,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.086
R50,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.15
R51,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.165
R52,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.145
R53,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.148
R54,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.228
R55,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.112
R56,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.19
R57,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.166
R58,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.107
R59,2024-01-15 00:00:00,0,0,0,20.4,0.0,9.5,8.3,Clear,0.096
R0,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.065
R1,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.174
R2,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.147
R3,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.109
R4,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.056
R5,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.172
R6,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.141
R7,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.114
R8,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.102
R9,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.138
R10,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.173
R11,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.134
R12,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.091
R13,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.147
R14,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.202
R15,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.152
R16,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.153
R17,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.134
R18,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.106
R19,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.104
R20,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.067
R21,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.209
R22,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.173
R23,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.154
R24,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.165
R25,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.167
R26,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.113
R27,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.134
R28,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.126
R29,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.276
R30,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.201
R31,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.158
R32,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.218
R33,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.212
R34,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.081
R35,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.139
R36,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.149
R37,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.181
R38,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.139
R39,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.145
R40,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.127
R41,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.202
R42,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.078
R43,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.129
R44,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.058
R45,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.099
R46,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.166
R47,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.167
R48,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.134
R49,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.206
R50,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.218
R51,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.147
R52,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.163
R53,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.127
R54,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.181
R55,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.09
R56,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.24
R57,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.207
R58,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.09
R59,2024-01-15 01:00:00,1,0,0,20.4,0.0,9.5,8.3,Clear,0.111
R0,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.171
R1,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.133
R2,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.177
R3,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.132
R4,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.226
R5,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.15
R6,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.271
R7,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.18
R8,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.083
R9,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.254
R10,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.205
R11,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.169
R12,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.182
R13,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.091
R14,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.06
R15,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.148
R16,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.219
R17,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.17
R18,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.235
R19,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.216
R20,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.151
R21,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.209
R22,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.226
R23,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.146
R24,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.139
R25,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.157
R26,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.029
R27,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.164
R28,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.186
R29,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.157
R30,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.167
R31,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.148
R32,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.05
R33,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.233
R34,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.132
R35,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.119
R36,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.218
R37,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.199
R38,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.164
R39,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.188
R40,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.092
R41,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.146
R42,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.215
R43,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.116
R44,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.1
R45,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.154
R46,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.155
R47,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.182
R48,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.081
R49,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.023
R50,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.196
R51,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.096
R52,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.12
R53,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.041
R54,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.201
R55,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.168
R56,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.166
R57,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.165
R58,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.047
R59,2024-01-15 02:00:00,2,0,0,20.4,0.0,9.5,8.3,Clear,0.101
R0,2024-01-15 03:00:00,3,0,0,20.4,0.0,9.5,8.3,Clear,0.127
R1,2024-01-15 03:00:00,3,0,0,20.4,0.0,9.5,8.3,Clear,0.113
R2,2024-01-15 03:00:00,3,0,0,20.4,0.0,9.5,8.3,Clear,0.136
R3,2024-01-15 03:00:00,3,0,0,20.4,0.0,9.5,8.3,Clear,0.162
R4,2024-01-15 03:00:00,3,0,0,20.4,0.0,9.5,8.3,Clear,0.2
R5,2024-01-15 03:00:00,3,0,0,20.4,0.0,9.5,8.3,Clear,0.076
R6,2024-01-15 03:00:00,3,0,0,20.4,0.0,9.5,8.3,Clear,0.15
R7,2024-01-15 03:00:00,3,0,0,20.4,0.0,9.5,8.3,Clear,0.186
R8,2024-01-15 03:00:00,3,0,0,20.4,0.0,9.5,8.3,Clear,0.104
